balance_id,period_end,business_unit_id,region,currency_code,cash_usd_m,accounts_receivable_usd_m,inventory_usd_m,accounts_payable_usd_m,net_fixed_assets_usd_m,total_debt_usd_m,outlier_flag
BS_202511_BU02_APAC,2025-11-30,BU02,Asia Pacific,USD,73.55,287.69,233.17,198.62,1007.35,1197.27,0
BS_202511_BU02_EU,2025-11-30,BU02,Europe,USD,75.18,317.99,254.44,225.98,1120.14,1246.13,0
BS_202511_BU02_LATAM,2025-11-30,BU02,Latin America,USD,37.12,162.83,125.4,112.21,519.75,573.85,0
BS_202511_BU02_NA,2025-11-30,BU02,North America,USD,108.37,417.56,381.56,333.19,1685.98,1894.8,0
BS_202511_BU03_APAC,2025-11-30,BU03,Asia Pacific,USD,67.51,229.6,91.94,96.48,886.85,1107.53,0
BS_202511_BU03_EU,2025-11-30,BU03,Europe,USD,74.64,249.0,104.5,109.85,1087.91,1257.97,0
BS_202511_BU03_LATAM,2025-11-30,BU03,Latin America,USD,26.59,94.72,37.77,42.39,351.04,416.15,0
BS_202511_BU03_NA,2025-11-30,BU03,North America,USD,137.92,454.33,206.52,211.61,2058.74,2453.0,0
BS_202511_BU04_APAC,2025-11-30,BU04,Asia Pacific,USD,59.45,290.4,261.26,167.7,2192.14,1645.16,0
BS_202511_BU04_EU,2025-11-30,BU04,Europe,USD,52.25,295.47,285.96,140.35,2821.73,1693.32,0
BS_202511_BU04_LATAM,2025-11-30,BU04,Latin America,USD,24.55,128.56,108.72,69.33,910.25,662.0,0
BS_202511_BU04_NA,2025-11-30,BU04,North America,USD,80.36,397.67,378.61,231.9,3353.93,2442.21,0
BS_202511_BU05_APAC,2025-11-30,BU05,Asia Pacific,USD,113.79,244.64,1.62,74.94,389.59,1412.94,0
BS_202511_BU05_EU,2025-11-30,BU05,Europe,USD,68.79,153.73,1.02,51.36,252.43,865.41,0
BS_202511_BU05_LATAM,2025-11-30,BU05,Latin America,USD,37.76,86.4,0.55,27.42,128.76,445.19,0
BS_202511_BU05_NA,2025-11-30,BU05,North America,USD,133.36,273.52,2.07,97.49,506.82,1780.73,0
BS_202512_BU01_APAC,2025-12-31,BU01,Asia Pacific,USD,170.43,456.16,7.18,153.2,957.56,2430.77,0
BS_202512_BU01_EU,2025-12-31,BU01,Europe,USD,109.23,312.76,4.83,113.33,676.42,1552.82,0
BS_202512_BU01_LATAM,2025-12-31,BU01,Latin America,USD,49.21,144.72,2.2,49.87,297.01,682.45,0
BS_202512_BU01_NA,2025-12-31,BU01,North America,USD,170.89,436.46,7.66,167.93,1121.34,2587.49,0
BS_202512_BU02_APAC,2025-12-31,BU02,Asia Pacific,USD,74.42,294.74,234.32,179.23,1011.29,1197.0,0
BS_202512_BU02_EU,2025-12-31,BU02,Europe,USD,77.8,314.79,242.96,184.07,1123.11,1250.22,0
BS_202512_BU02_LATAM,2025-12-31,BU02,Latin America,USD,36.86,167.68,125.6,102.06,521.81,579.96,0
BS_202512_BU02_NA,2025-12-31,BU02,North America,USD,110.85,419.74,365.83,267.49,1690.79,1897.38,0
BS_202512_BU03_APAC,2025-12-31,BU03,Asia Pacific,USD,68.37,213.43,87.89,80.11,887.62,1098.42,0
BS_202512_BU03_EU,2025-12-31,BU03,Europe,USD,77.28,253.3,104.2,109.56,1088.73,1254.94,0
BS_202512_BU03_LATAM,2025-12-31,BU03,Latin America,USD,26.27,90.38,36.31,35.33,351.33,415.79,0
BS_202512_BU03_NA,2025-12-31,BU03,North America,USD,141.58,443.0,198.22,188.14,2060.72,2443.86,0
BS_202512_BU04_APAC,2025-12-31,BU04,Asia Pacific,USD,60.03,256.42,238.09,105.06,2193.62,1634.73,0
BS_202512_BU04_EU,2025-12-31,BU04,Europe,USD,52.87,274.72,264.73,106.65,2821.27,1652.51,0
BS_202512_BU04_LATAM,2025-12-31,BU04,Latin America,USD,24.07,114.19,99.52,47.35,910.71,656.47,0
BS_202512_BU04_NA,2025-12-31,BU04,North America,USD,82.1,383.09,355.87,189.49,3356.02,2427.97,0
BS_202512_BU05_APAC,2025-12-31,BU05,Asia Pacific,USD,117.29,246.08,1.66,75.65,392.76,1430.18,0
BS_202512_BU05_EU,2025-12-31,BU05,Europe,USD,72.58,160.69,1.11,55.6,254.7,879.36,0
BS_202512_BU05_LATAM,2025-12-31,BU05,Latin America,USD,37.45,86.17,0.55,27.24,129.7,445.93,0
BS_202512_BU05_NA,2025-12-31,BU05,North America,USD,138.48,269.31,2.05,96.0,510.35,1791.36,0
